Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000182866,0.0014938683798139429,1.2690000534057617,46,1,0.001494,unprognostic - unfavorable
ENSG00000182870,0.08209782553036674,0.399399995803833,110,1,0.0821,unprognostic - unfavorable
ENSG00000182871,0.13871887284714401,44.917701721191406,58,1,0.1387,unprognostic - unfavorable
ENSG00000182872,0.42029254082177003,50.20399856567383,41,1,0.4203,unprognostic - unfavorable
ENSG00000182899,0.09794545381879405,1182.27001953125,36,-1,0.09795,unprognostic - favorable
ENSG00000182901,0.008585700052456197,0.9668999910354614,101,1,0.008586,unprognostic - unfavorable
ENSG00000182902,0.08602409192655948,24.090700149536133,95,-1,0.08602,unprognostic - favorable
ENSG00000182903,0.40561772592898027,11.61050033569336,73,-1,0.4056,unprognostic - favorable
ENSG00000182916,0.1408847438512223,49.90999984741211,108,1,0.1409,unprognostic - unfavorable
ENSG00000182919,0.07569182143742889,20.16670036315918,83,-1,0.07569,unprognostic - favorable
ENSG00000182923,0.12041223814580711,14.67199993133545,73,-1,0.1204,unprognostic - favorable
ENSG00000182934,0.02152887883315494,62.5786018371582,43,1,0.02153,unprognostic - unfavorable
ENSG00000182944,0.22179762978018694,92.83779907226562,112,1,0.2218,unprognostic - unfavorable
ENSG00000182952,0.12195553195037709,62.36600112915039,93,-1,0.122,unprognostic - favorable
ENSG00000182957,0.09100370860819472,21.97130012512207,28,-1,0.1346,unprognostic - favorable
ENSG00000182963,0.13066694535670476,7.076700210571289,109,1,0.1307,unprognostic - unfavorable
ENSG00000182968,0.0811854692849308,0.9110000133514404,76,-1,0.08119,unprognostic - favorable
ENSG00000182973,0.02061552141472162,14.475199699401855,52,-1,0.02062,unprognostic - favorable
ENSG00000182979,0.03158539306097991,39.06079864501953,45,-1,0.03159,unprognostic - favorable
ENSG00000182983,0.09405634768997855,5.9593000411987305,30,-1,0.09406,unprognostic - favorable
ENSG00000182985,0.042875798500127946,85.8447036743164,29,1,0.04288,unprognostic - unfavorable
ENSG00000182986,0.13762816403278438,8.31719970703125,80,-1,0.1376,unprognostic - favorable
ENSG00000182993,0.19566487100121868,1.3138999938964844,98,1,0.1957,unprognostic - unfavorable
ENSG00000183010,0.061411729851705954,38.528499603271484,82,-1,0.06141,unprognostic - favorable
ENSG00000183011,0.02986772383231097,187.74099731445312,93,1,0.02987,unprognostic - unfavorable
ENSG00000183018,0.26622417170946105,7.434899806976318,50,1,0.2662,unprognostic - unfavorable
ENSG00000183019,0.0005326113015626608,0.6797000169754028,46,1,0.0005326,potential prognostic - unfavorable
ENSG00000183020,0.026639608301225595,6.640600204467773,51,1,0.02664,unprognostic - unfavorable
ENSG00000183023,0.19211164568826075,3.1610000133514404,94,-1,0.1921,unprognostic - favorable
ENSG00000183036,0.06129417424011217,9.583600044250488,77,1,0.06129,unprognostic - unfavorable
ENSG00000183044,0.3899306255253573,48.88819885253906,102,1,0.3899,unprognostic - unfavorable
ENSG00000183048,0.005698146648376582,8.01099967956543,72,1,0.005698,unprognostic - unfavorable
ENSG00000183049,0.49775372833319664,10.211099624633789,38,-1,0.4978,unprognostic - favorable
ENSG00000183054,0.09696862425695764,0.7290999889373779,104,1,0.09697,unprognostic - unfavorable
ENSG00000183060,0.00519008972628906,2.5504000186920166,106,1,0.00519,unprognostic - unfavorable
ENSG00000183067,0.013946104879256868,2.6589999198913574,41,-1,0.01395,unprognostic - favorable
ENSG00000183072,0.01834194627423574,2.6405999660491943,92,1,0.01834,unprognostic - unfavorable
ENSG00000183077,0.2739142878896724,20.98259925842285,95,1,0.2739,unprognostic - unfavorable
ENSG00000183087,0.0033086441354725498,23.489999771118164,97,1,0.003309,unprognostic - unfavorable
ENSG00000183091,0.183199449649116,1.3645999431610107,97,1,0.1832,unprognostic - unfavorable
ENSG00000183092,0.03401376684529667,5.411799907684326,56,1,0.03401,unprognostic - unfavorable
ENSG00000183098,0.12035322972836804,5.221199989318848,40,-1,0.1204,unprognostic - favorable
ENSG00000183111,0.046130193308082774,5.371200084686279,67,1,0.04613,unprognostic - unfavorable
ENSG00000183114,0.013511053347088409,3.8873000144958496,101,1,0.01351,unprognostic - unfavorable
ENSG00000183117,0.14568705807532567,0.5715000033378601,83,1,0.1457,unprognostic - unfavorable
ENSG00000183137,0.09560512228119306,13.549599647521973,38,-1,0.09561,unprognostic - favorable
ENSG00000183150,0.11415284425748377,8.11400032043457,62,1,0.1142,unprognostic - unfavorable
ENSG00000183153,0.0038032112612677105,0.9836999773979187,104,1,0.003803,unprognostic - unfavorable
ENSG00000183155,0.48475406603327853,9.992799758911133,83,-1,0.4848,unprognostic - favorable
ENSG00000183160,0.49019752477110456,18.122499465942383,83,1,0.4902,unprognostic - unfavorable
ENSG00000183161,0.019255993427935533,7.2530999183654785,85,1,0.01926,unprognostic - unfavorable
ENSG00000183166,0.07138608131765609,0.5267000198364258,81,1,0.07139,unprognostic - unfavorable
ENSG00000183172,0.06152158632290071,11.332200050354004,112,-1,0.06152,unprognostic - favorable
ENSG00000183186,0.006906095898366284,1.7364000082015991,87,1,0.006906,unprognostic - unfavorable
ENSG00000183196,0.07841791175208117,7.122700214385986,52,1,0.07842,unprognostic - unfavorable
ENSG00000183207,0.2530460526842214,91.57250213623047,103,-1,0.253,unprognostic - favorable
ENSG00000183208,0.2855469112695617,5.6793999671936035,35,1,0.2855,unprognostic - unfavorable
ENSG00000183230,0.0049488156681541775,2.117000102996826,29,-1,0.004949,unprognostic - favorable
ENSG00000183248,0.2113645852706692,3.268199920654297,112,-1,0.2114,unprognostic - favorable
ENSG00000183255,0.20443474477002063,309.60699462890625,67,-1,0.2044,unprognostic - favorable
ENSG00000183258,0.08759979484504658,36.314300537109375,111,1,0.0876,unprognostic - unfavorable
ENSG00000183260,0.0070810091742431,2.893199920654297,98,1,0.007081,unprognostic - unfavorable
ENSG00000183281,0.0821931136912435,7.817599773406982,30,-1,0.08219,unprognostic - favorable
ENSG00000183283,0.06304548753596463,256.5,66,1,0.06305,unprognostic - unfavorable
ENSG00000183291,0.1964808322006981,196.28599548339844,96,1,0.1965,unprognostic - unfavorable
ENSG00000183307,0.18594793265346934,2.178299903869629,111,1,0.1859,unprognostic - unfavorable
