Gene,p_ours,cutoff,n_high,direction,p_hpa,label
ENSG00000103056,0.0679629217780187,1.998900055885315,62.0,-1.0,0.06835,unprognostic - favorable
ENSG00000103061,0.2749828442617659,2.231100082397461,129.0,1.0,0.2761,unprognostic - unfavorable
ENSG00000103064,0.24554556060794763,4.986299991607666,87.0,-1.0,0.2451,unprognostic - favorable
ENSG00000103066,0.23268951043952488,16.991500854492188,66.0,-1.0,0.2316,unprognostic - favorable
ENSG00000103067,0.10921049087976174,17.21579933166504,44.0,1.0,0.1066,unprognostic - unfavorable
ENSG00000103089,0.017321963406820875,0.3889999985694885,106.0,1.0,0.01703,unprognostic - unfavorable
ENSG00000103091,0.07700735116687862,10.700300216674805,55.0,-1.0,0.07595,unprognostic - favorable
ENSG00000103111,0.03384725456084234,12.038999557495117,67.0,-1.0,0.03381,unprognostic - favorable
ENSG00000103121,0.01623513898115301,34.808799743652344,66.0,-1.0,0.0164,unprognostic - favorable
ENSG00000103126,0.06600484982033124,25.981300354003906,76.0,-1.0,0.06501,unprognostic - favorable
ENSG00000103145,0.04144661647415407,120.85199737548828,94.0,1.0,0.0418,unprognostic - unfavorable
ENSG00000103148,0.10998984139277065,7.695700168609619,95.0,1.0,0.1093,unprognostic - unfavorable
ENSG00000103152,0.009440227181637482,77.33910369873047,96.0,-1.0,0.009558,unprognostic - favorable
ENSG00000103154,0.04334497301267364,0.2167000025510788,85.0,1.0,0.04283,unprognostic - unfavorable
ENSG00000103160,0.08028087335202766,12.651200294494629,39.0,-1.0,0.07874,unprognostic - favorable
ENSG00000103168,0.05357778744535226,15.009200096130371,47.0,-1.0,0.05311,unprognostic - favorable
ENSG00000103174,0.05276504086399126,5.125800132751465,129.0,-1.0,0.05238,unprognostic - favorable
ENSG00000103175,0.09896966689611061,3.7026000022888184,68.0,-1.0,0.1008,unprognostic - favorable
ENSG00000103187,0.1103456947417531,157.10000610351562,59.0,-1.0,0.1098,unprognostic - favorable
